,encode,set_num,ign_len,rep_time,data_block_delta,similarity,label
1211,010001011,1,3,10.0,13.0,0.0,0
1212,010001101,1,3,10.0,13.0,0.0,0
1213,010001110,1,3,11.0,13.0,0.0,0
1214,010001111,1,3,10.0,13.0,0.0,0
1215,010010011,1,3,10.0,13.0,0.0,0
1216,010010101,1,3,13.0,5.0,0.4065785563073631,0
1217,010010110,1,3,11.0,13.0,0.0,0
1218,010010111,1,3,10.0,13.0,0.0,0
1219,010011001,1,3,10.0,13.0,0.0,0
1220,010011010,1,3,11.0,13.0,0.0,0
1221,010011011,1,3,10.0,13.0,0.0,0
1222,010011100,1,3,11.0,13.0,0.0,0
1223,010011101,1,3,10.0,13.0,0.0,0
1224,010011110,1,3,11.0,13.0,0.0,0
1225,010011111,1,3,10.0,13.0,0.0,0
1226,010100011,2,3,10.0,8.5,0.0,0
1227,010100101,1,3,13.0,5.0,0.4177522091055419,0
1228,010100110,1,3,11.0,13.0,0.0,0
1229,010100111,1,3,10.0,13.0,0.0,0
1230,010101001,1,3,10.0,13.0,0.0,0
1231,010101010,1,3,11.0,13.0,0.0,0
1232,010101011,1,3,10.0,13.0,0.0,0
1233,010101100,1,3,11.0,13.0,0.0,0
1234,010101101,1,3,10.0,13.0,0.0,0
1235,010101110,1,3,11.0,13.0,0.0,0
1236,010101111,1,3,10.0,13.0,0.0,0
1237,010110001,1,3,13.0,5.0,0.4065785563073631,0
1238,010110010,1,3,11.0,13.0,0.0,0
1239,010110011,1,3,10.0,13.0,0.0,0
1240,010110100,1,3,16.0,4.0,0.3674234614174767,1
1241,010110101,1,3,13.0,5.0,0.4065785563073631,0
1242,010110110,1,3,11.0,13.0,0.0,0
1243,010110111,1,3,10.0,13.0,0.0,0
1244,010111000,1,3,11.0,13.0,0.0,0
1245,010111001,1,3,10.0,13.0,0.0,0
1246,010111010,1,3,11.0,13.0,0.0,0
1247,010111011,1,3,10.0,13.0,0.0,0
1248,010111100,1,3,11.0,13.0,0.0,0
1249,010111101,1,3,10.0,13.0,0.0,0
1250,010111110,1,3,11.0,13.0,0.0,0
1251,010111111,1,3,10.0,13.0,0.0,0
1252,011000011,3,3,11.0,5.666666666666667,0.0,1
1253,011000101,1,3,13.0,5.0,0.3865006029094686,0
1254,011000110,1,3,11.0,13.0,0.0,0
1255,011000111,1,3,10.0,13.0,0.0,0
1256,011001001,1,3,10.0,13.0,0.0,0
1257,011001010,1,3,11.0,13.0,0.0,0
1258,011001011,1,3,10.0,13.0,0.0,0
1259,011001100,1,3,11.0,13.0,0.0,0
1260,011001101,1,3,10.0,13.0,0.0,0
1261,011001110,1,3,11.0,13.0,0.0,0
1262,011001111,1,3,10.0,13.0,0.0,0
1263,011010001,1,3,13.0,5.0,0.4065785563073631,0
1264,011010010,1,3,11.0,13.0,0.0,0
1265,011010011,1,3,10.0,13.0,0.0,0
1266,011010100,1,3,16.0,4.0,0.3674234614174767,1
1267,011010101,1,3,13.0,5.0,0.4065785563073631,0
1268,011010110,1,3,11.0,13.0,0.0,0
1269,011010111,1,3,10.0,13.0,0.0,0
1270,011011000,1,3,11.0,13.0,0.0,0
1271,011011001,1,3,10.0,13.0,0.0,0
1272,011011010,1,3,11.0,13.0,0.0,0
1273,011011011,1,3,10.0,13.0,0.0,0
1274,011011100,1,3,11.0,13.0,0.0,0
1275,011011101,1,3,10.0,13.0,0.0,0
1276,011011110,1,3,11.0,13.0,0.0,0
1277,011011111,1,3,10.0,13.0,0.0,0
1278,011100001,2,3,11.5,4.5,0.23760102015471204,0
1279,011100010,2,3,10.5,8.5,0.0,0
1280,011100011,2,3,10.0,8.5,0.0,0
1281,011100100,1,3,16.0,4.0,0.42426406871192845,1
1282,011100101,1,3,13.0,5.0,0.3865006029094686,0
1283,011100110,1,3,11.0,13.0,0.0,0
1284,011100111,1,3,10.0,13.0,0.0,0
1285,011101000,1,3,11.0,13.0,0.0,0
1286,011101001,1,3,10.0,13.0,0.0,0
1287,011101010,1,3,11.0,13.0,0.0,0
1288,011101011,1,3,10.0,13.0,0.0,0
1289,011101100,1,3,11.0,13.0,0.0,0
1290,011101101,1,3,10.0,13.0,0.0,0
1291,011101110,1,3,11.0,13.0,0.0,0
1292,011101111,1,3,10.0,13.0,0.0,0
1293,011110000,1,3,16.0,4.0,0.2882306768491569,1
1294,011110001,1,3,13.0,5.0,0.4065785563073631,0
1295,011110010,1,3,11.0,13.0,0.0,0
1296,011110011,1,3,10.0,13.0,0.0,0
1297,011110100,1,3,16.0,4.0,0.3674234614174767,1
1298,011110101,1,3,13.0,5.0,0.4065785563073631,0
1299,011110110,1,3,11.0,13.0,0.0,0
1300,011110111,1,3,10.0,13.0,0.0,0
1301,011111000,1,3,11.0,13.0,0.0,0
1302,011111001,1,3,10.0,13.0,0.0,0
1303,011111010,1,3,11.0,13.0,0.0,0
1304,011111011,1,3,10.0,13.0,0.0,0
1305,011111100,1,3,11.0,13.0,0.0,0
1306,011111101,1,3,10.0,13.0,0.0,0
1307,011111110,1,3,11.0,13.0,0.0,0
1308,011111111,1,3,10.0,13.0,0.0,0
1309,100000111,1,3,10.0,13.0,0.0,0
1310,100001011,1,3,10.0,13.0,0.0,0
1311,100001101,1,3,10.0,13.0,0.0,0
1312,100001110,1,3,11.0,13.0,0.0,0
1313,100001111,1,3,10.0,13.0,0.0,0
1314,100010011,1,3,10.0,13.0,0.0,0
1315,100010101,1,3,13.0,5.0,0.4065785563073631,0
1316,100010110,1,3,11.0,13.0,0.0,0
1317,100010111,1,3,10.0,13.0,0.0,0
1318,100011001,1,3,10.0,13.0,0.0,0
1319,100011010,1,3,11.0,13.0,0.0,0
1320,100011011,1,3,10.0,13.0,0.0,0
1321,100011100,1,3,11.0,13.0,0.0,0
1322,100011101,1,3,10.0,13.0,0.0,0
1323,100011110,1,3,11.0,13.0,0.0,0
1324,100011111,1,3,10.0,13.0,0.0,0
1325,100100011,2,3,10.0,8.5,0.0,0
1326,100100101,1,3,13.0,5.0,0.3865006029094686,0
1327,100100110,1,3,11.0,13.0,0.0,0
1328,100100111,1,3,10.0,13.0,0.0,0
1329,100101001,1,3,10.0,13.0,0.0,0
1330,100101010,1,3,11.0,13.0,0.0,0
1331,100101011,1,3,10.0,13.0,0.0,0
1332,100101100,1,3,11.0,13.0,0.0,0
1333,100101101,1,3,10.0,13.0,0.0,0
1334,100101110,1,3,11.0,13.0,0.0,0
1335,100101111,1,3,10.0,13.0,0.0,0
1336,100110001,1,3,13.0,5.0,0.4065785563073631,0
1337,100110010,1,3,11.0,13.0,0.0,0
1338,100110011,1,3,10.0,13.0,0.0,0
1339,100110100,1,3,16.0,4.0,0.3674234614174767,1
1340,100110101,1,3,13.0,5.0,0.4065785563073631,0
1341,100110110,1,3,11.0,13.0,0.0,0
1342,100110111,1,3,10.0,13.0,0.0,0
1343,100111000,1,3,11.0,13.0,0.0,0
1344,100111001,1,3,10.0,13.0,0.0,0
1345,100111010,1,3,11.0,13.0,0.0,0
1346,100111011,1,3,10.0,13.0,0.0,0
1347,100111100,1,3,11.0,13.0,0.0,0
1348,100111101,1,3,10.0,13.0,0.0,0
1349,100111110,1,3,11.0,13.0,0.0,0
1350,100111111,1,3,10.0,13.0,0.0,0
1351,101000011,2,3,10.0,8.5,0.0,0
1352,101000101,1,3,13.0,5.0,0.3865006029094686,0
1353,101000110,1,3,11.0,13.0,0.0,0
1354,101000111,1,3,10.0,13.0,0.0,0
1355,101001001,1,3,10.0,13.0,0.0,0
1356,101001010,1,3,11.0,13.0,0.0,0
1357,101001011,1,3,10.0,13.0,0.0,0
1358,101001100,1,3,11.0,13.0,0.0,0
1359,101001101,1,3,10.0,13.0,0.0,0
1360,101001110,1,3,11.0,13.0,0.0,0
1361,101001111,1,3,10.0,13.0,0.0,0
1362,101010001,1,3,13.0,5.0,0.4065785563073631,0
1363,101010010,1,3,11.0,13.0,0.0,0
1364,101010011,1,3,10.0,13.0,0.0,0
1365,101010100,1,3,16.0,4.0,0.3674234614174767,1
1366,101010101,1,3,13.0,5.0,0.4065785563073631,0
1367,101010110,1,3,11.0,13.0,0.0,0
1368,101010111,1,3,10.0,13.0,0.0,0
1369,101011000,1,3,11.0,13.0,0.0,0
1370,101011001,1,3,10.0,13.0,0.0,0
1371,101011010,1,3,11.0,13.0,0.0,0
1372,101011011,1,3,10.0,13.0,0.0,0
1373,101011100,1,3,11.0,13.0,0.0,0
1374,101011101,1,3,10.0,13.0,0.0,0
1375,101011110,1,3,11.0,13.0,0.0,0
1376,101011111,1,3,10.0,13.0,0.0,0
1377,101100001,2,3,11.5,4.5,0.23760102015471204,0
1378,101100010,2,3,10.5,8.5,0.0,0
1379,101100011,2,3,10.0,8.5,0.0,0
1380,101100100,1,3,16.0,4.0,0.42426406871192845,1
1381,101100101,1,3,13.0,5.0,0.3865006029094686,0
1382,101100110,1,3,11.0,13.0,0.0,0
1383,101100111,1,3,10.0,13.0,0.0,0
1384,101101000,1,3,11.0,13.0,0.0,0
1385,101101001,1,3,10.0,13.0,0.0,0
1386,101101010,1,3,11.0,13.0,0.0,0
1387,101101011,1,3,10.0,13.0,0.0,0
1388,101101100,1,3,11.0,13.0,0.0,0
1389,101101101,1,3,10.0,13.0,0.0,0
1390,101101110,1,3,11.0,13.0,0.0,0
1391,101101111,1,3,10.0,13.0,0.0,0
1392,101110000,1,3,16.0,4.0,0.2882306768491569,1
1393,101110001,1,3,13.0,5.0,0.4065785563073631,0
1394,101110010,1,3,11.0,13.0,0.0,0
1395,101110011,1,3,10.0,13.0,0.0,0
1396,101110100,1,3,16.0,4.0,0.3674234614174767,1
1397,101110101,1,3,13.0,5.0,0.4065785563073631,0
1398,101110110,1,3,11.0,13.0,0.0,0
1399,101110111,1,3,10.0,13.0,0.0,0
1400,101111000,1,3,11.0,13.0,0.0,0
1401,101111001,1,3,10.0,13.0,0.0,0
1402,101111010,1,3,11.0,13.0,0.0,0
1403,101111011,1,3,10.0,13.0,0.0,0
1404,101111100,1,3,11.0,13.0,0.0,0
1405,101111101,1,3,10.0,13.0,0.0,0
1406,101111110,1,3,11.0,13.0,0.0,0
1407,101111111,1,3,10.0,13.0,0.0,0
1408,110000011,2,3,10.0,8.5,0.0,0
1409,110000101,1,3,13.0,5.0,0.3865006029094686,0
1410,110000110,1,3,11.0,13.0,0.0,0
1411,110000111,1,3,10.0,13.0,0.0,0
1412,110001001,1,3,10.0,13.0,0.0,0
1413,110001010,1,3,11.0,13.0,0.0,0
1414,110001011,1,3,10.0,13.0,0.0,0
1415,110001100,1,3,11.0,13.0,0.0,0
1416,110001101,1,3,10.0,13.0,0.0,0
1417,110001110,1,3,11.0,13.0,0.0,0
1418,110001111,1,3,10.0,13.0,0.0,0
1419,110010001,1,3,13.0,5.0,0.4065785563073631,0
1420,110010010,1,3,11.0,13.0,0.0,0
1421,110010011,1,3,10.0,13.0,0.0,0
1422,110010100,1,3,16.0,4.0,0.3674234614174767,1
1423,110010101,1,3,13.0,5.0,0.4065785563073631,0
1424,110010110,1,3,11.0,13.0,0.0,0
1425,110010111,1,3,10.0,13.0,0.0,0
1426,110011000,1,3,11.0,13.0,0.0,0
1427,110011001,1,3,10.0,13.0,0.0,0
1428,110011010,1,3,11.0,13.0,0.0,0
1429,110011011,1,3,10.0,13.0,0.0,0
1430,110011100,1,3,11.0,13.0,0.0,0
1431,110011101,1,3,10.0,13.0,0.0,0
1432,110011110,1,3,11.0,13.0,0.0,0
1433,110011111,1,3,10.0,13.0,0.0,0
1434,110100001,2,3,11.5,4.5,0.23760102015471204,0
1435,110100010,2,3,10.5,8.5,0.0,0
1436,110100011,2,3,10.0,8.5,0.0,0
1437,110100100,1,3,16.0,4.0,0.42426406871192845,1
1438,110100101,1,3,13.0,5.0,0.3865006029094686,0
1439,110100110,1,3,11.0,13.0,0.0,0
1440,110100111,1,3,10.0,13.0,0.0,0
1441,110101000,1,3,11.0,13.0,0.0,0
1442,110101001,1,3,10.0,13.0,0.0,0
1443,110101010,1,3,11.0,13.0,0.0,0
1444,110101011,1,3,10.0,13.0,0.0,0
1445,110101100,1,3,11.0,13.0,0.0,0
1446,110101101,1,3,10.0,13.0,0.0,0
1447,110101110,1,3,11.0,13.0,0.0,0
1448,110101111,1,3,10.0,13.0,0.0,0
1449,110110000,1,3,16.0,4.0,0.2882306768491569,1
1450,110110001,1,3,13.0,5.0,0.4065785563073631,0
1451,110110010,1,3,11.0,13.0,0.0,0
1452,110110011,1,3,10.0,13.0,0.0,0
1453,110110100,1,3,16.0,4.0,0.3674234614174767,1
1454,110110101,1,3,13.0,5.0,0.4065785563073631,0
1455,110110110,1,3,11.0,13.0,0.0,0
1456,110110111,1,3,10.0,13.0,0.0,0
1457,110111000,1,3,11.0,13.0,0.0,0
1458,110111001,1,3,10.0,13.0,0.0,0
1459,110111010,1,3,11.0,13.0,0.0,0
1460,110111011,1,3,10.0,13.0,0.0,0
1461,110111100,1,3,11.0,13.0,0.0,0
1462,110111101,1,3,10.0,13.0,0.0,0
1463,110111110,1,3,11.0,13.0,0.0,0
1464,110111111,1,3,10.0,13.0,0.0,0
1465,111000001,2,3,11.5,4.5,0.23760102015471204,0
1466,111000010,2,3,10.5,8.5,0.0,0
1467,111000011,2,3,10.0,8.5,0.0,0
1468,111000100,1,3,16.0,4.0,0.42426406871192845,1
1469,111000101,1,3,13.0,5.0,0.3865006029094686,0
1470,111000110,1,3,11.0,13.0,0.0,0
1471,111000111,1,3,10.0,13.0,0.0,0
1472,111001000,1,3,11.0,13.0,0.0,0
1473,111001001,1,3,10.0,13.0,0.0,0
1474,111001010,1,3,11.0,13.0,0.0,0
1475,111001011,1,3,10.0,13.0,0.0,0
1476,111001100,1,3,11.0,13.0,0.0,0
1477,111001101,1,3,10.0,13.0,0.0,0
1478,111001110,1,3,11.0,13.0,0.0,0
1479,111001111,1,3,10.0,13.0,0.0,0
1480,111010000,1,3,16.0,4.0,0.2882306768491569,1
1481,111010001,1,3,13.0,5.0,0.4065785563073631,0
1482,111010010,1,3,11.0,13.0,0.0,0
1483,111010011,1,3,10.0,13.0,0.0,0
1484,111010100,1,3,16.0,4.0,0.3674234614174767,1
1485,111010101,1,3,13.0,5.0,0.4065785563073631,0
1486,111010110,1,3,11.0,13.0,0.0,0
1487,111010111,1,3,10.0,13.0,0.0,0
1488,111011000,1,3,11.0,13.0,0.0,0
1489,111011001,1,3,10.0,13.0,0.0,0
1490,111011010,1,3,11.0,13.0,0.0,0
1491,111011011,1,3,10.0,13.0,0.0,0
1492,111011100,1,3,11.0,13.0,0.0,0
1493,111011101,1,3,10.0,13.0,0.0,0
1494,111011110,1,3,11.0,13.0,0.0,0
1495,111011111,1,3,10.0,13.0,0.0,0
1496,111100000,2,3,13.0,4.0,0.1854377643835581,1
1497,111100001,2,3,11.5,4.5,0.23760102015471204,0
1498,111100010,2,3,10.5,8.5,0.0,0
1499,111100011,2,3,10.0,8.5,0.0,0
1500,111100100,1,3,16.0,4.0,0.42426406871192845,1
1501,111100101,1,3,13.0,5.0,0.3865006029094686,0
1502,111100110,1,3,11.0,13.0,0.0,0
1503,111100111,1,3,10.0,13.0,0.0,0
1504,111101000,1,3,11.0,13.0,0.0,0
1505,111101001,1,3,10.0,13.0,0.0,0
1506,111101010,1,3,11.0,13.0,0.0,0
1507,111101011,1,3,10.0,13.0,0.0,0
1508,111101100,1,3,11.0,13.0,0.0,0
1509,111101101,1,3,10.0,13.0,0.0,0
1510,111101110,1,3,11.0,13.0,0.0,0
1511,111101111,1,3,10.0,13.0,0.0,0
1512,111110000,1,3,16.0,4.0,0.2882306768491569,1
1513,111110001,1,3,13.0,5.0,0.4065785563073631,0
1514,111110010,1,3,11.0,13.0,0.0,0
1515,111110011,1,3,10.0,13.0,0.0,0
1516,111110100,1,3,16.0,4.0,0.3674234614174767,1
1517,111110101,1,3,13.0,5.0,0.4065785563073631,0
1518,111110110,1,3,11.0,13.0,0.0,0
1519,111110111,1,3,10.0,13.0,0.0,0
1520,111111000,1,3,11.0,13.0,0.0,0
1521,111111001,1,3,10.0,13.0,0.0,0
1522,111111010,1,3,11.0,13.0,0.0,0
1523,111111011,1,3,10.0,13.0,0.0,0
1524,111111100,1,3,11.0,13.0,0.0,0
1525,111111101,1,3,10.0,13.0,0.0,0
1526,111111110,1,3,11.0,13.0,0.0,0
1527,111111111,1,3,10.0,13.0,0.0,0
1528,000001111,1,4,10.0,13.0,0.0,0
1529,000010111,1,4,10.0,13.0,0.0,0
1530,000011011,1,4,10.0,13.0,0.0,0
1531,000011101,1,4,10.0,13.0,0.0,0
1532,000011110,1,4,11.0,13.0,0.0,0
1533,000011111,1,4,10.0,13.0,0.0,0
1534,000100111,1,4,10.0,13.0,0.0,0
1535,000101011,1,4,10.0,13.0,0.0,0
1536,000101101,1,4,10.0,13.0,0.0,0
1537,000101110,1,4,11.0,13.0,0.0,0
1538,000101111,1,4,10.0,13.0,0.0,0
1539,000110011,1,4,10.0,13.0,0.0,0
1540,000110101,1,4,13.0,5.0,0.4065785563073631,0
1541,000110110,1,4,11.0,13.0,0.0,0
1542,000110111,1,4,10.0,13.0,0.0,0
1543,000111001,1,4,10.0,13.0,0.0,0
1544,000111010,1,4,11.0,13.0,0.0,0
1545,000111011,1,4,10.0,13.0,0.0,0
1546,000111100,1,4,11.0,13.0,0.0,0
1547,000111101,1,4,10.0,13.0,0.0,0
1548,000111110,1,4,11.0,13.0,0.0,0
1549,000111111,1,4,10.0,13.0,0.0,0
1550,001000111,1,4,10.0,13.0,0.0,0
1551,001001011,1,4,10.0,13.0,0.0,0
1552,001001101,1,4,10.0,13.0,0.0,0
1553,001001110,1,4,11.0,13.0,0.0,0
1554,001001111,1,4,10.0,13.0,0.0,0
1555,001010011,1,4,10.0,13.0,0.0,0
1556,001010101,1,4,13.0,5.0,0.4065785563073631,0
1557,001010110,1,4,11.0,13.0,0.0,0
1558,001010111,1,4,10.0,13.0,0.0,0
1559,001011001,1,4,10.0,13.0,0.0,0
1560,001011010,1,4,11.0,13.0,0.0,0
1561,001011011,1,4,10.0,13.0,0.0,0
1562,001011100,1,4,11.0,13.0,0.0,0
1563,001011101,1,4,10.0,13.0,0.0,0
1564,001011110,1,4,11.0,13.0,0.0,0
1565,001011111,1,4,10.0,13.0,0.0,0
1566,001100011,2,4,9.0,6.5,0.0,0
1567,001100101,1,4,13.0,5.0,0.3865006029094686,0
1568,001100110,1,4,11.0,13.0,0.0,0
1569,001100111,1,4,10.0,13.0,0.0,0
1570,001101001,1,4,10.0,13.0,0.0,0
1571,001101010,1,4,11.0,13.0,0.0,0
1572,001101011,1,4,10.0,13.0,0.0,0
1573,001101100,1,4,11.0,13.0,0.0,0
1574,001101101,1,4,10.0,13.0,0.0,0
1575,001101110,1,4,11.0,13.0,0.0,0
1576,001101111,1,4,10.0,13.0,0.0,0
1577,001110001,1,4,13.0,5.0,0.4065785563073631,0
1578,001110010,1,4,11.0,13.0,0.0,0
1579,001110011,1,4,10.0,13.0,0.0,0
1580,001110100,1,4,14.0,5.0,0.3563483225498993,0
1581,001110101,1,4,13.0,5.0,0.4065785563073631,0
1582,001110110,1,4,11.0,13.0,0.0,0
1583,001110111,1,4,10.0,13.0,0.0,0
1584,001111000,1,4,11.0,13.0,0.0,0
1585,001111001,1,4,10.0,13.0,0.0,0
1586,001111010,1,4,11.0,13.0,0.0,0
1587,001111011,1,4,10.0,13.0,0.0,0
1588,001111100,1,4,11.0,13.0,0.0,0
1589,001111101,1,4,10.0,13.0,0.0,0
1590,001111110,1,4,11.0,13.0,0.0,0
1591,001111111,1,4,10.0,13.0,0.0,0
1592,010000111,1,4,10.0,13.0,0.0,0
1593,010001011,1,4,10.0,13.0,0.0,0
1594,010001101,1,4,10.0,13.0,0.0,0
1595,010001110,1,4,11.0,13.0,0.0,0
1596,010001111,1,4,10.0,13.0,0.0,0
1597,010010011,1,4,10.0,13.0,0.0,0
1598,010010101,1,4,13.0,5.0,0.4065785563073631,0
1599,010010110,1,4,11.0,13.0,0.0,0
1600,010010111,1,4,10.0,13.0,0.0,0
1601,010011001,1,4,10.0,13.0,0.0,0
1602,010011010,1,4,11.0,13.0,0.0,0
1603,010011011,1,4,10.0,13.0,0.0,0
1604,010011100,1,4,11.0,13.0,0.0,0
1605,010011101,1,4,10.0,13.0,0.0,0
1606,010011110,1,4,11.0,13.0,0.0,0
1607,010011111,1,4,10.0,13.0,0.0,0
1608,010100011,2,4,9.0,6.5,0.0,0
1609,010100101,1,4,13.0,5.0,0.4177522091055419,0
1610,010100110,1,4,11.0,13.0,0.0,0
1611,010100111,1,4,10.0,13.0,0.0,0
1612,010101001,1,4,10.0,13.0,0.0,0
1613,010101010,1,4,11.0,13.0,0.0,0
1614,010101011,1,4,10.0,13.0,0.0,0
1615,010101100,1,4,11.0,13.0,0.0,0
1616,010101101,1,4,10.0,13.0,0.0,0
1617,010101110,1,4,11.0,13.0,0.0,0
1618,010101111,1,4,10.0,13.0,0.0,0
1619,010110001,1,4,13.0,5.0,0.4065785563073631,0
1620,010110010,1,4,11.0,13.0,0.0,0
1621,010110011,1,4,10.0,13.0,0.0,0
1622,010110100,1,4,14.0,5.0,0.3563483225498993,0
1623,010110101,1,4,13.0,5.0,0.4065785563073631,0
1624,010110110,1,4,11.0,13.0,0.0,0
1625,010110111,1,4,10.0,13.0,0.0,0
1626,010111000,1,4,11.0,13.0,0.0,0
1627,010111001,1,4,10.0,13.0,0.0,0
1628,010111010,1,4,11.0,13.0,0.0,0
1629,010111011,1,4,10.0,13.0,0.0,0
1630,010111100,1,4,11.0,13.0,0.0,0
1631,010111101,1,4,10.0,13.0,0.0,0
1632,010111110,1,4,11.0,13.0,0.0,0
1633,010111111,1,4,10.0,13.0,0.0,0
1634,011000011,2,4,12.5,9.0,0.0,0
1635,011000101,1,4,13.0,5.0,0.3865006029094686,0
1636,011000110,1,4,11.0,13.0,0.0,0
1637,011000111,1,4,10.0,13.0,0.0,0
1638,011001001,1,4,10.0,13.0,0.0,0
1639,011001010,1,4,11.0,13.0,0.0,0
1640,011001011,1,4,10.0,13.0,0.0,0
1641,011001100,1,4,11.0,13.0,0.0,0
1642,011001101,1,4,10.0,13.0,0.0,0
1643,011001110,1,4,11.0,13.0,0.0,0
1644,011001111,1,4,10.0,13.0,0.0,0
1645,011010001,1,4,13.0,5.0,0.4065785563073631,0
1646,011010010,1,4,11.0,13.0,0.0,0
1647,011010011,1,4,10.0,13.0,0.0,0
1648,011010100,1,4,14.0,5.0,0.3563483225498993,0
1649,011010101,1,4,13.0,5.0,0.4065785563073631,0
1650,011010110,1,4,11.0,13.0,0.0,0
1651,011010111,1,4,10.0,13.0,0.0,0
1652,011011000,1,4,11.0,13.0,0.0,0
1653,011011001,1,4,10.0,13.0,0.0,0
1654,011011010,1,4,11.0,13.0,0.0,0
1655,011011011,1,4,10.0,13.0,0.0,0
1656,011011100,1,4,11.0,13.0,0.0,0
1657,011011101,1,4,10.0,13.0,0.0,0
1658,011011110,1,4,11.0,13.0,0.0,0
1659,011011111,1,4,10.0,13.0,0.0,0
1660,011100001,2,4,10.5,2.5,0.23909389514744545,0
1661,011100010,2,4,9.5,6.5,0.0,0
1662,011100011,2,4,9.0,6.5,0.0,0
1663,011100100,1,4,14.0,5.0,0.39557740264262,0
1664,011100101,1,4,13.0,5.0,0.3865006029094686,0
1665,011100110,1,4,11.0,13.0,0.0,0
1666,011100111,1,4,10.0,13.0,0.0,0
1667,011101000,1,4,11.0,13.0,0.0,0
1668,011101001,1,4,10.0,13.0,0.0,0
1669,011101010,1,4,11.0,13.0,0.0,0
1670,011101011,1,4,10.0,13.0,0.0,0
1671,011101100,1,4,11.0,13.0,0.0,0
1672,011101101,1,4,10.0,13.0,0.0,0
1673,011101110,1,4,11.0,13.0,0.0,0
1674,011101111,1,4,10.0,13.0,0.0,0
1675,011110000,1,4,14.0,5.0,0.2932942300427066,0
1676,011110001,1,4,13.0,5.0,0.4065785563073631,0
1677,011110010,1,4,11.0,13.0,0.0,0
1678,011110011,1,4,10.0,13.0,0.0,0
1679,011110100,1,4,14.0,5.0,0.3563483225498993,0
1680,011110101,1,4,13.0,5.0,0.4065785563073631,0
1681,011110110,1,4,11.0,13.0,0.0,0
1682,011110111,1,4,10.0,13.0,0.0,0
1683,011111000,1,4,11.0,13.0,0.0,0
1684,011111001,1,4,10.0,13.0,0.0,0
1685,011111010,1,4,11.0,13.0,0.0,0
1686,011111011,1,4,10.0,13.0,0.0,0
1687,011111100,1,4,11.0,13.0,0.0,0
1688,011111101,1,4,10.0,13.0,0.0,0
1689,011111110,1,4,11.0,13.0,0.0,0
1690,011111111,1,4,10.0,13.0,0.0,0
1691,100000111,1,4,10.0,13.0,0.0,0
1692,100001011,1,4,10.0,13.0,0.0,0
1693,100001101,1,4,10.0,13.0,0.0,0
1694,100001110,1,4,11.0,13.0,0.0,0
1695,100001111,1,4,10.0,13.0,0.0,0
1696,100010011,1,4,10.0,13.0,0.0,0
1697,100010101,1,4,13.0,5.0,0.4065785563073631,0
1698,100010110,1,4,11.0,13.0,0.0,0
1699,100010111,1,4,10.0,13.0,0.0,0
1700,100011001,1,4,10.0,13.0,0.0,0
1701,100011010,1,4,11.0,13.0,0.0,0
1702,100011011,1,4,10.0,13.0,0.0,0
1703,100011100,1,4,11.0,13.0,0.0,0
1704,100011101,1,4,10.0,13.0,0.0,0
1705,100011110,1,4,11.0,13.0,0.0,0
1706,100011111,1,4,10.0,13.0,0.0,0
1707,100100011,2,4,9.0,6.5,0.0,0
1708,100100101,1,4,13.0,5.0,0.3865006029094686,0
1709,100100110,1,4,11.0,13.0,0.0,0
1710,100100111,1,4,10.0,13.0,0.0,0
1711,100101001,1,4,10.0,13.0,0.0,0
1712,100101010,1,4,11.0,13.0,0.0,0
1713,100101011,1,4,10.0,13.0,0.0,0
1714,100101100,1,4,11.0,13.0,0.0,0
1715,100101101,1,4,10.0,13.0,0.0,0
1716,100101110,1,4,11.0,13.0,0.0,0
1717,100101111,1,4,10.0,13.0,0.0,0
1718,100110001,1,4,13.0,5.0,0.4065785563073631,0
1719,100110010,1,4,11.0,13.0,0.0,0
1720,100110011,1,4,10.0,13.0,0.0,0
1721,100110100,1,4,14.0,5.0,0.3563483225498993,0
1722,100110101,1,4,13.0,5.0,0.4065785563073631,0
1723,100110110,1,4,11.0,13.0,0.0,0
1724,100110111,1,4,10.0,13.0,0.0,0
1725,100111000,1,4,11.0,13.0,0.0,0
1726,100111001,1,4,10.0,13.0,0.0,0
1727,100111010,1,4,11.0,13.0,0.0,0
1728,100111011,1,4,10.0,13.0,0.0,0
1729,100111100,1,4,11.0,13.0,0.0,0
1730,100111101,1,4,10.0,13.0,0.0,0
1731,100111110,1,4,11.0,13.0,0.0,0
1732,100111111,1,4,10.0,13.0,0.0,0
1733,101000011,2,4,9.0,6.5,0.0,0
1734,101000101,1,4,13.0,5.0,0.3865006029094686,0
1735,101000110,1,4,11.0,13.0,0.0,0
1736,101000111,1,4,10.0,13.0,0.0,0
1737,101001001,1,4,10.0,13.0,0.0,0
1738,101001010,1,4,11.0,13.0,0.0,0
1739,101001011,1,4,10.0,13.0,0.0,0
